x,y,h,is_building
91.000,21.000,1.05294,0
93.000,21.000,1.04252,0
95.000,21.000,1.03221,0
97.000,21.000,1.02193,0
99.000,21.000,1.01202,0
101.000,21.000,1.00248,0
103.000,21.000,0.99296,0
105.000,21.000,0.98354,0
107.000,21.000,0.97463,0
109.000,21.000,0.96604,0
111.000,21.000,0.95741,0
113.000,21.000,0.94905,0
115.000,21.000,0.94107,0
117.000,21.000,0.93314,0
119.000,21.000,0.92499,0
121.000,21.000,0.91710,0
123.000,21.000,0.91355,0
125.000,21.000,0.94541,0
127.000,21.000,1.08473,0
129.000,21.000,1.17532,0
131.000,21.000,1.19796,0
133.000,21.000,1.20514,0
135.000,21.000,1.20992,0
137.000,21.000,1.21920,0
139.000,21.000,1.23225,0
141.000,21.000,1.24241,0
143.000,21.000,1.24887,0
145.000,21.000,1.25068,0
147.000,21.000,1.21742,0
149.000,21.000,1.22698,0
151.000,21.000,0.00000,1
153.000,21.000,0.00000,1
155.000,21.000,0.00000,1
157.000,21.000,0.00000,1
159.000,21.000,0.00000,1
161.000,21.000,0.00000,1
163.000,21.000,0.00000,1
165.000,21.000,0.00000,1
167.000,21.000,0.00000,1
169.000,21.000,0.00000,1
171.000,21.000,0.15605,0
173.000,21.000,0.23984,0
175.000,21.000,0.27133,0
177.000,21.000,0.29804,0
179.000,21.000,0.31321,0
181.000,21.000,0.31825,0
183.000,21.000,0.31875,0
185.000,21.000,0.31405,0
187.000,21.000,0.30214,0
189.000,21.000,0.28232,0
191.000,21.000,0.25414,0
193.000,21.000,0.21460,0
195.000,21.000,0.14873,0
197.000,21.000,0.04632,0
199.000,21.000,0.00286,0
201.000,21.000,0.00006,0
203.000,21.000,0.00000,0
205.000,21.000,0.00000,0
207.000,21.000,0.00000,0
209.000,21.000,0.00000,0
211.000,21.000,0.00000,0
213.000,21.000,0.00000,0
215.000,21.000,0.00000,0
217.000,21.000,0.00000,0
219.000,21.000,0.00000,0
221.000,21.000,0.00000,0
223.000,21.000,0.00000,0
225.000,21.000,0.00000,0
227.000,21.000,0.00000,0
229.000,21.000,0.00000,0
231.000,21.000,0.00000,0
233.000,21.000,0.00000,0
235.000,21.000,0.00000,0
237.000,21.000,0.00000,0
239.000,21.000,0.00000,0
241.000,21.000,0.00000,0
243.000,21.000,0.00000,0
245.000,21.000,0.00000,0
247.000,21.000,0.00000,0
249.000,21.000,0.00000,0
251.000,21.000,0.00000,1
253.000,21.000,0.00000,1
255.000,21.000,0.00000,1
257.000,21.000,0.00000,1
259.000,21.000,0.00000,1
261.000,21.000,0.00000,1
263.000,21.000,0.00000,1
265.000,21.000,0.00000,1
267.000,21.000,0.00000,1
269.000,21.000,0.00000,1
271.000,21.000,0.00000,0
273.000,21.000,0.00000,0
275.000,21.000,0.00000,0
277.000,21.000,0.00000,0
279.000,21.000,0.00000,0
281.000,21.000,0.00000,0
283.000,21.000,0.00000,0
285.000,21.000,0.00000,0
287.000,21.000,0.00000,0
289.000,21.000,0.00000,0
291.000,21.000,0.00000,0
293.000,21.000,0.00000,0
295.000,21.000,0.00000,0
297.000,21.000,0.00000,0
299.000,21.000,0.00000,0
301.000,21.000,0.00000,0
303.000,21.000,0.00000,0
305.000,21.000,0.00000,0
307.000,21.000,0.00000,0
309.000,21.000,0.00000,0
311.000,21.000,0.00000,0
313.000,21.000,0.00000,0
315.000,21.000,0.00000,0
317.000,21.000,0.00000,0
319.000,21.000,0.00000,0
321.000,21.000,0.00000,0
323.000,21.000,0.00000,0
325.000,21.000,0.00000,0
327.000,21.000,0.00000,0
329.000,21.000,0.00000,0
331.000,21.000,0.00000,0
333.000,21.000,0.00000,0
335.000,21.000,0.00000,0
337.000,21.000,0.00000,0
339.000,21.000,0.00000,0
341.000,21.000,0.00000,0
343.000,21.000,0.00000,0
345.000,21.000,0.00000,0
347.000,21.000,0.00000,0
349.000,21.000,0.00000,0
351.000,21.000,0.00000,0
353.000,21.000,0.00000,0
355.000,21.000,0.00000,0
357.000,21.000,0.00000,0
359.000,21.000,0.00000,0
361.000,21.000,0.00000,0
363.000,21.000,0.00000,0
365.000,21.000,0.00000,0
367.000,21.000,0.00000,0
369.000,21.000,0.00000,0
371.000,21.000,0.00000,0
373.000,21.000,0.00000,0
375.000,21.000,0.00000,0
377.000,21.000,0.00000,0
379.000,21.000,0.00000,0
381.000,21.000,0.00000,0
383.000,21.000,0.00000,0
385.000,21.000,0.00000,0
387.000,21.000,0.00000,0
389.000,21.000,0.00000,0
391.000,21.000,0.00000,0
393.000,21.000,0.00000,0
395.000,21.000,0.00000,0
397.000,21.000,0.00000,0
399.000,21.000,0.00000,0
401.000,21.000,0.00000,0
403.000,21.000,0.00000,0
405.000,21.000,0.00000,0
407.000,21.000,0.00000,0
409.000,21.000,0.00000,0
411.000,21.000,0.00000,0
413.000,21.000,0.00000,0
415.000,21.000,0.00000,0
417.000,21.000,0.00000,0
419.000,21.000,0.00000,0
421.000,21.000,0.00000,0
423.000,21.000,0.00000,0
425.000,21.000,0.00000,0
427.000,21.000,0.00000,0
429.000,21.000,0.00000,0
431.000,21.000,0.00000,0
433.000,21.000,0.00000,0
435.000,21.000,0.00000,0
437.000,21.000,0.00000,0
439.000,21.000,0.00000,0
441.000,21.000,0.00000,0
443.000,21.000,0.00000,0
445.000,21.000,0.00000,0
447.000,21.000,0.00000,0
449.000,21.000,0.00000,0
451.000,21.000,0.00000,0
453.000,21.000,0.00000,0
455.000,21.000,0.00000,0
457.000,21.000,0.00000,0
459.000,21.000,0.00000,0
461.000,21.000,0.00000,0
463.000,21.000,0.00000,0
465.000,21.000,0.00000,0
467.000,21.000,0.00000,0
469.000,21.000,0.00000,0
471.000,21.000,0.00000,0
473.000,21.000,0.00000,0
475.000,21.000,0.00000,0
477.000,21.000,0.00000,0
479.000,21.000,0.00000,0
481.000,21.000,0.00000,0
483.000,21.000,0.00000,0
485.000,21.000,0.00000,0
487.000,21.000,0.00000,0
489.000,21.000,0.00000,0
491.000,21.000,0.00000,0
493.000,21.000,0.00000,0
495.000,21.000,0.00000,0
497.000,21.000,0.00000,0
499.000,21.000,0.00000,0
1.000,23.000,1.39831,0
3.000,23.000,1.39065,0
5.000,23.000,1.39068,0
7.000,23.000,1.39070,0
9.000,23.000,1.39067,0
11.000,23.000,1.39058,0
13.000,23.000,1.39039,0
15.000,23.000,1.39009,0
17.000,23.000,1.38964,0
19.000,23.000,1.38900,0
21.000,23.000,1.38811,0
23.000,23.000,1.38691,0
25.000,23.000,1.38530,0
27.000,23.000,1.38320,0
29.000,23.000,1.38050,0
31.000,23.000,1.37710,0
33.000,23.000,1.37292,0
35.000,23.000,1.36785,0
37.000,23.000,1.36184,0
39.000,23.000,1.35482,0
41.000,23.000,1.34678,0
43.000,23.000,1.33774,0
45.000,23.000,1.32777,0
47.000,23.000,1.31696,0
49.000,23.000,1.30546,0
51.000,23.000,1.29341,0
53.000,23.000,1.28094,0
55.000,23.000,1.26816,0
57.000,23.000,1.25525,0
59.000,23.000,1.24228,0
61.000,23.000,1.22933,0
63.000,23.000,1.21666,0
65.000,23.000,1.20413,0
67.000,23.000,1.19160,0
69.000,23.000,1.17925,0
71.000,23.000,1.16718,0
73.000,23.000,1.15518,0
75.000,23.000,1.14320,0
77.000,23.000,1.13143,0
79.000,23.000,1.11989,0
81.000,23.000,1.10839,0
83.000,23.000,1.09691,0
85.000,23.000,1.08571,0
87.000,23.000,1.07474,0
89.000,23.000,1.06376,0
91.000,23.000,1.05294,0
93.000,23.000,1.04252,0
95.000,23.000,1.03221,0
97.000,23.000,1.02193,0
99.000,23.000,1.01202,0
101.000,23.000,1.00248,0
103.000,23.000,0.99296,0
105.000,23.000,0.98354,0
107.000,23.000,0.97463,0
109.000,23.000,0.96604,0
111.000,23.000,0.95740,0
113.000,23.000,0.94906,0
115.000,23.000,0.94107,0
117.000,23.000,0.93308,0
119.000,23.000,0.92503,0
121.000,23.000,0.91691,0
123.000,23.000,0.91593,0
125.000,23.000,0.96274,0
127.000,23.000,1.10654,0
129.000,23.000,1.18456,0
131.000,23.000,1.20458,0
133.000,23.000,1.21303,0
135.000,23.000,1.22319,0
137.000,23.000,1.24133,0
139.000,23.000,1.26010,0
141.000,23.000,1.27318,0
143.000,23.000,1.28160,0
145.000,23.000,1.28582,0
147.000,23.000,1.25282,0
149.000,23.000,1.28836,0
151.000,23.000,0.00000,1
153.000,23.000,0.00000,1
155.000,23.000,0.00000,1
157.000,23.000,0.00000,1
159.000,23.000,0.00000,1
161.000,23.000,0.00000,1
163.000,23.000,0.00000,1
165.000,23.000,0.00000,1
167.000,23.000,0.00000,1
169.000,23.000,0.00000,1
171.000,23.000,0.06911,0
173.000,23.000,0.14987,0
175.000,23.000,0.19302,0
177.000,23.000,0.22436,0
179.000,23.000,0.24966,0
181.000,23.000,0.26392,0
183.000,23.000,0.26605,0
185.000,23.000,0.26252,0
187.000,23.000,0.25205,0
189.000,23.000,0.23287,0
191.000,23.000,0.20333,0
193.000,23.000,0.15400,0
195.000,23.000,0.06623,0
197.000,23.000,0.00647,0
199.000,23.000,0.00025,0
201.000,23.000,0.00000,0
203.000,23.000,0.00000,0
205.000,23.000,0.00000,0
207.000,23.000,0.00000,0
209.000,23.000,0.00000,0
211.000,23.000,0.00000,0
213.000,23.000,0.00000,0
215.000,23.000,0.00000,0
217.000,23.000,0.00000,0
219.000,23.000,0.00000,0
221.000,23.000,0.00000,0
223.000,23.000,0.00000,0
225.000,23.000,0.00000,0
227.000,23.000,0.00000,0
229.000,23.000,0.00000,0
231.000,23.000,0.00000,0
233.000,23.000,0.00000,0
235.000,23.000,0.00000,0
237.000,23.000,0.00000,0
239.000,23.000,0.00000,0
241.000,23.000,0.00000,0
243.000,23.000,0.00000,0
245.000,23.000,0.00000,0
247.000,23.000,0.00000,0
249.000,23.000,0.00000,0
251.000,23.000,0.00000,1
253.000,23.000,0.00000,1
255.000,23.000,0.00000,1
257.000,23.000,0.00000,1
259.000,23.000,0.00000,1
261.000,23.000,0.00000,1
263.000,23.000,0.00000,1
265.000,23.000,0.00000,1
267.000,23.000,0.00000,1
269.000,23.000,0.00000,1
271.000,23.000,0.00000,0
273.000,23.000,0.00000,0
275.000,23.000,0.00000,0
277.000,23.000,0.00000,0
279.000,23.000,0.00000,0
281.000,23.000,0.00000,0
283.000,23.000,0.00000,0
285.000,23.000,0.00000,0
287.000,23.000,0.00000,0
289.000,23.000,0.00000,0
291.000,23.000,0.00000,0
293.000,23.000,0.00000,0
295.000,23.000,0.00000,0
297.000,23.000,0.00000,0
299.000,23.000,0.00000,0
301.000,23.000,0.00000,0
303.000,23.000,0.00000,0
305.000,23.000,0.00000,0
307.000,23.000,0.00000,0
309.000,23.000,0.00000,0
311.000,23.000,0.00000,0
313.000,23.000,0.00000,0
315.000,23.000,0.00000,0
317.000,23.000,0.00000,0
319.000,23.000,0.00000,0
321.000,23.000,0.00000,0
323.000,23.000,0.00000,0
325.000,23.000,0.00000,0
327.000,23.000,0.00000,0
329.000,23.000,0.00000,0
331.000,23.000,0.00000,0
333.000,23.000,0.00000,0
335.000,23.000,0.00000,0
337.000,23.000,0.00000,0
339.000,23.000,0.00000,0
341.000,23.000,0.00000,0
343.000,23.000,0.00000,0
345.000,23.000,0.00000,0
347.000,23.000,0.00000,0
349.000,23.000,0.00000,0
351.000,23.000,0.00000,0
353.000,23.000,0.00000,0
355.000,23.000,0.00000,0
357.000,23.000,0.00000,0
359.000,23.000,0.00000,0
361.000,23.000,0.00000,0
363.000,23.000,0.00000,0
365.000,23.000,0.00000,0
367.000,23.000,0.00000,0
369.000,23.000,0.00000,0
371.000,23.000,0.00000,0
373.000,23.000,0.00000,0
375.000,23.000,0.00000,0
377.000,23.000,0.00000,0
379.000,23.000,0.00000,0
381.000,23.000,0.00000,0
383.000,23.000,0.00000,0
385.000,23.000,0.00000,0
387.000,23.000,0.00000,0
389.000,23.000,0.00000,0
391.000,23.000,0.00000,0
393.000,23.000,0.00000,0
395.000,23.000,0.00000,0
397.000,23.000,0.00000,0
399.000,23.000,0.00000,0
401.000,23.000,0.00000,0
403.000,23.000,0.00000,0
405.000,23.000,0.00000,0
407.000,23.000,0.00000,0
409.000,23.000,0.00000,0
411.000,23.000,0.00000,0
413.000,23.000,0.00000,0
415.000,23.000,0.00000,0
417.000,23.000,0.00000,0
419.000,23.000,0.00000,0
421.000,23.000,0.00000,0
423.000,23.000,0.00000,0
425.000,23.000,0.00000,0
427.000,23.000,0.00000,0
429.000,23.000,0.00000,0
431.000,23.000,0.00000,0
433.000,23.000,0.00000,0
435.000,23.000,0.00000,0
437.000,23.000,0.00000,0
439.000,23.000,0.00000,0
441.000,23.000,0.00000,0
443.000,23.000,0.00000,0
445.000,23.000,0.00000,0
447.000,23.000,0.00000,0
449.000,23.000,0.00000,0
451.000,23.000,0.00000,0
453.000,23.000,0.00000,0
455.000,23.000,0.00000,0
457.000,23.000,0.00000,0
459.000,23.000,0.00000,0
461.000,23.000,0.00000,0
463.000,23.000,0.00000,0
465.000,23.000,0.00000,0
467.000,23.000,0.00000,0
469.000,23.000,0.00000,0
471.000,23.000,0.00000,0
473.000,23.000,0.00000,0
475.000,23.000,0.00000,0
477.000,23.000,0.00000,0
479.000,23.000,0.00000,0
481.000,23.000,0.00000,0
483.000,23.000,0.00000,0
485.000,23.000,0.00000,0
487.000,23.000,0.00000,0
489.000,23.000,0.00000,0
491.000,23.000,0.00000,0
493.000,23.000,0.00000,0
495.000,23.000,0.00000,0
497.000,23.000,0.00000,0
499.000,23.000,0.00000,0
1.000,25.000,1.39831,0
3.000,25.000,1.39065,0
5.000,25.000,1.39068,0
7.000,25.000,1.39070,0
9.000,25.000,1.39067,0
11.000,25.000,1.39058,0
13.000,25.000,1.39039,0
15.000,25.000,1.39009,0
17.000,25.000,1.38964,0
19.000,25.000,1.38900,0
21.000,25.000,1.38811,0
23.000,25.000,1.38691,0
25.000,25.000,1.38530,0
27.000,25.000,1.38320,0
29.000,25.000,1.38050,0
31.000,25.000,1.37710,0
33.000,25.000,1.37292,0
35.000,25.000,1.36785,0
37.000,25.000,1.36184,0
39.000,25.000,1.35482,0
41.000,25.000,1.34678,0
43.000,25.000,1.33774,0
45.000,25.000,1.32777,0
47.000,25.000,1.31696,0
49.000,25.000,1.30546,0
51.000,25.000,1.29341,0
53.000,25.000,1.28094,0
55.000,25.000,1.26816,0
57.000,25.000,1.25525,0
59.000,25.000,1.24228,0
61.000,25.000,1.22933,0
63.000,25.000,1.21666,0
65.000,25.000,1.20413,0
67.000,25.000,1.19160,0
69.000,25.000,1.17925,0
71.000,25.000,1.16718,0
73.000,25.000,1.15518,0
75.000,25.000,1.14320,0
77.000,25.000,1.13143,0
79.000,25.000,1.11989,0
81.000,25.000,1.10839,0
83.000,25.000,1.09691,0
85.000,25.000,1.08571,0
87.000,25.000,1.07474,0
89.000,25.000,1.06376,0
91.000,25.000,1.05294,0
93.000,25.000,1.04252,0
95.000,25.000,1.03221,0
97.000,25.000,1.02193,0
99.000,25.000,1.01202,0
101.000,25.000,1.00248,0
103.000,25.000,0.99296,0
105.000,25.000,0.98354,0
107.000,25.000,0.97463,0
109.000,25.000,0.96604,0
111.000,25.000,0.95740,0
113.000,25.000,0.94907,0
115.000,25.000,0.94107,0
117.000,25.000,0.93303,0
119.000,25.000,0.92509,0
121.000,25.000,0.91682,0
123.000,25.000,0.91815,0
125.000,25.000,0.97743,0
127.000,25.000,1.12093,0
129.000,25.000,1.19114,0
131.000,25.000,1.21155,0
133.000,25.000,1.22401,0
135.000,25.000,1.24169,0
137.000,25.000,1.26673,0
139.000,25.000,1.28626,0
141.000,25.000,1.29958,0
143.000,25.000,1.30937,0
145.000,25.000,1.31603,0
147.000,25.000,1.28802,0
149.000,25.000,1.32815,0
151.000,25.000,0.00000,1
153.000,25.000,0.00000,1
155.000,25.000,0.00000,1
157.000,25.000,0.00000,1
159.000,25.000,0.00000,1
161.000,25.000,0.00000,1
163.000,25.000,0.00000,1
165.000,25.000,0.00000,1
167.000,25.000,0.00000,1
169.000,25.000,0.00000,1
171.000,25.000,0.05917,0
173.000,25.000,0.11465,0
175.000,25.000,0.15116,0
177.000,25.000,0.17312,0
179.000,25.000,0.19247,0
181.000,25.000,0.20880,0
183.000,25.000,0.21309,0
185.000,25.000,0.21057,0
187.000,25.000,0.20110,0
189.000,25.000,0.17971,0
191.000,25.000,0.14098,0
193.000,25.000,0.06879,0
195.000,25.000,0.00889,0
197.000,25.000,0.00035,0
199.000,25.000,0.00000,0
201.000,25.000,0.00000,0
203.000,25.000,0.00000,0
205.000,25.000,0.00000,0
207.000,25.000,0.00000,0
209.000,25.000,0.00000,0
211.000,25.000,0.00000,0
213.000,25.000,0.00000,0
215.000,25.000,0.00000,0
217.000,25.000,0.00000,0
219.000,25.000,0.00000,0
221.000,25.000,0.00000,0
223.000,25.000,0.00000,0
225.000,25.000,0.00000,0
227.000,25.000,0.00000,0
229.000,25.000,0.00000,0
231.000,25.000,0.00000,0
233.000,25.000,0.00000,0
235.000,25.000,0.00000,0
237.000,25.000,0.00000,0
239.000,25.000,0.00000,0
241.000,25.000,0.00000,0
243.000,25.000,0.00000,0
245.000,25.000,0.00000,0
247.000,25.000,0.00000,0
249.000,25.000,0.00000,0
251.000,25.000,0.00000,1
253.000,25.000,0.00000,1
255.000,25.000,0.00000,1
257.000,25.000,0.00000,1
259.000,25.000,0.00000,1
261.000,25.000,0.00000,1
263.000,25.000,0.00000,1
265.000,25.000,0.00000,1
267.000,25.000,0.00000,1
269.000,25.000,0.00000,1
271.000,25.000,0.00000,0
273.000,25.000,0.00000,0
275.000,25.000,0.00000,0
277.000,25.000,0.00000,0
279.000,25.000,0.00000,0
281.000,25.000,0.00000,0
283.000,25.000,0.00000,0
285.000,25.000,0.00000,0
287.000,25.000,0.00000,0
289.000,25.000,0.00000,0
291.000,25.000,0.00000,0
293.000,25.000,0.00000,0
295.000,25.000,0.00000,0
297.000,25.000,0.00000,0
299.000,25.000,0.00000,0
301.000,25.000,0.00000,0
303.000,25.000,0.00000,0
305.000,25.000,0.00000,0
307.000,25.000,0.00000,0
309.000,25.000,0.00000,0
311.000,25.000,0.00000,0
313.000,25.000,0.00000,0
315.000,25.000,0.00000,0
317.000,25.000,0.00000,0
319.000,25.000,0.00000,0
321.000,25.000,0.00000,0
323.000,25.000,0.00000,0
325.000,25.000,0.00000,0
327.000,25.000,0.00000,0
329.000,25.000,0.00000,0
331.000,25.000,0.00000,0
333.000,25.000,0.00000,0
335.000,25.000,0.00000,0
337.000,25.000,0.00000,0
339.000,25.000,0.00000,0
341.000,25.000,0.00000,0
343.000,25.000,0.00000,0
345.000,25.000,0.00000,0
347.000,25.000,0.00000,0
349.000,25.000,0.00000,0
351.000,25.000,0.00000,0
353.000,25.000,0.00000,0
355.000,25.000,0.00000,0
357.000,25.000,0.00000,0
359.000,25.000,0.00000,0
361.000,25.000,0.00000,0
363.000,25.000,0.00000,0
365.000,25.000,0.00000,0
367.000,25.000,0.00000,0
369.000,25.000,0.00000,0
371.000,25.000,0.00000,0
373.000,25.000,0.00000,0
375.000,25.000,0.00000,0
377.000,25.000,0.00000,0
379.000,25.000,0.00000,0
381.000,25.000,0.00000,0
383.000,25.000,0.00000,0
385.000,25.000,0.00000,0
387.000,25.000,0.00000,0
389.000,25.000,0.00000,0
391.000,25.000,0.00000,0
393.000,25.000,0.00000,0
395.000,25.000,0.00000,0
397.000,25.000,0.00000,0
399.000,25.000,0.00000,0
401.000,25.000,0.00000,0
403.000,25.000,0.00000,0
405.000,25.000,0.00000,0
407.000,25.000,0.00000,0
409.000,25.000,0.00000,0
411.000,25.000,0.00000,0
413.000,25.000,0.00000,0
415.000,25.000,0.00000,0
417.000,25.000,0.00000,0
419.000,25.000,0.00000,0
421.000,25.000,0.00000,0
423.000,25.000,0.00000,0
425.000,25.000,0.00000,0
427.000,25.000,0.00000,0
429.000,25.000,0.00000,0
431.000,25.000,0.00000,0
433.000,25.000,0.00000,0
435.000,25.000,0.00000,0
437.000,25.000,0.00000,0
439.000,25.000,0.00000,0
441.000,25.000,0.00000,0
443.000,25.000,0.00000,0
445.000,25.000,0.00000,0
447.000,25.000,0.00000,0
449.000,25.000,0.00000,0
451.000,25.000,0.00000,0
453.000,25.000,0.00000,0
455.000,25.000,0.00000,0
457.000,25.000,0.00000,0
459.000,25.000,0.00000,0
461.000,25.000,0.00000,0
463.000,25.000,0.00000,0
465.000,25.000,0.00000,0
467.000,25.000,0.00000,0
469.000,25.000,0.00000,0
471.000,25.000,0.00000,0
473.000,25.000,0.00000,0
475.000,25.000,0.00000,0
477.000,25.000,0.00000,0
479.000,25.000,0.00000,0
481.000,25.000,0.00000,0
483.000,25.000,0.00000,0
485.000,25.000,0.00000,0
487.000,25.000,0.00000,0
489.000,25.000,0.00000,0
491.000,25.000,0.00000,0
493.000,25.000,0.00000,0
495.000,25.000,0.00000,0
497.000,25.000,0.00000,0
499.000,25.000,0.00000,0
1.000,27.000,1.39831,0
3.000,27.000,1.39065,0
5.000,27.000,1.39068,0
7.000,27.000,1.39070,0
9.000,27.000,1.39067,0
11.000,27.000,1.39058,0
13.000,27.000,1.39039,0
15.000,27.000,1.39009,0
17.000,27.000,1.38964,0
19.000,27.000,1.38900,0
21.000,27.000,1.38811,0
23.000,27.000,1.38691,0
25.000,27.000,1.38530,0
27.000,27.000,1.38320,0
29.000,27.000,1.38050,0
31.000,27.000,1.37710,0
33.000,27.000,1.37292,0
35.000,27.000,1.36785,0
37.000,27.000,1.36184,0
39.000,27.000,1.35482,0
41.000,27.000,1.34678,0
43.000,27.000,1.33774,0
45.000,27.000,1.32777,0
47.000,27.000,1.31696,0
49.000,27.000,1.30546,0
51.000,27.000,1.29341,0
53.000,27.000,1.28094,0
55.000,27.000,1.26816,0
57.000,27.000,1.25525,0
59.000,27.000,1.24228,0
61.000,27.000,1.22933,0
63.000,27.000,1.21666,0
65.000,27.000,1.20413,0
67.000,27.000,1.19160,0
69.000,27.000,1.17925,0
71.000,27.000,1.16718,0
73.000,27.000,1.15518,0
75.000,27.000,1.14320,0
77.000,27.000,1.13143,0
79.000,27.000,1.11989,0
81.000,27.000,1.10839,0
83.000,27.000,1.09691,0
85.000,27.000,1.08571,0
87.000,27.000,1.07474,0
89.000,27.000,1.06376,0
91.000,27.000,1.05294,0
93.000,27.000,1.04252,0
95.000,27.000,1.03221,0
97.000,27.000,1.02193,0
99.000,27.000,1.01202,0
101.000,27.000,1.00248,0
103.000,27.000,0.99296,0
105.000,27.000,0.98354,0
107.000,27.000,0.97463,0
109.000,27.000,0.96604,0
111.000,27.000,0.95740,0
113.000,27.000,0.94907,0
115.000,27.000,0.94106,0
117.000,27.000,0.93300,0
119.000,27.000,0.92511,0
121.000,27.000,0.91691,0
123.000,27.000,0.91964,0
125.000,27.000,0.98710,0
127.000,27.000,1.12982,0
129.000,27.000,1.19705,0
131.000,27.000,1.22067,0
133.000,27.000,1.23973,0
135.000,27.000,1.26550,0
137.000,27.000,1.29153,0
139.000,27.000,1.30876,0
141.000,27.000,1.32058,0
143.000,27.000,1.33021,0
145.000,27.000,1.33805,0
147.000,27.000,1.31231,0
149.000,27.000,1.35258,0
151.000,27.000,0.00000,1
153.000,27.000,0.00000,1
155.000,27.000,0.00000,1
157.000,27.000,0.00000,1
159.000,27.000,0.00000,1
161.000,27.000,0.00000,1
163.000,27.000,0.00000,1
165.000,27.000,0.00000,1
167.000,27.000,0.00000,1
169.000,27.000,0.00000,1
171.000,27.000,0.04637,0
173.000,27.000,0.08388,0
175.000,27.000,0.10892,0
177.000,27.000,0.13963,0
179.000,27.000,0.17016,0
181.000,27.000,0.19110,0
183.000,27.000,0.19293,0
185.000,27.000,0.18218,0
187.000,27.000,0.15303,0
189.000,27.000,0.10972,0
191.000,27.000,0.05108,0
193.000,27.000,0.00744,0
195.000,27.000,0.00026,0
197.000,27.000,0.00000,0
199.000,27.000,0.00000,0
201.000,27.000,0.00000,0
203.000,27.000,0.00000,0
205.000,27.000,0.00000,0
207.000,27.000,0.00000,0
209.000,27.000,0.00000,0
211.000,27.000,0.00000,0
213.000,27.000,0.00000,0
215.000,27.000,0.00000,0
217.000,27.000,0.00000,0
219.000,27.000,0.00000,0
221.000,27.000,0.00000,0
223.000,27.000,0.00000,0
225.000,27.000,0.00000,0
227.000,27.000,0.00000,0
229.000,27.000,0.00000,0
231.000,27.000,0.00000,0
233.000,27.000,0.00000,0
235.000,27.000,0.00000,0
237.000,27.000,0.00000,0
239.000,27.000,0.00000,0
241.000,27.000,0.00000,0
243.000,27.000,0.00000,0
245.000,27.000,0.00000,0
247.000,27.000,0.00000,0
249.000,27.000,0.00000,0
251.000,27.000,0.00000,1
253.000,27.000,0.00000,1
255.000,27.000,0.00000,1
257.000,27.000,0.00000,1
259.000,27.000,0.00000,1
261.000,27.000,0.00000,1
263.000,27.000,0.00000,1
265.000,27.000,0.00000,1
267.000,27.000,0.00000,1
269.000,27.000,0.00000,1
271.000,27.000,0.00000,0
273.000,27.000,0.00000,0
275.000,27.000,0.00000,0
277.000,27.000,0.00000,0
279.000,27.000,0.00000,0
281.000,27.000,0.00000,0
283.000,27.000,0.00000,0
285.000,27.000,0.00000,0
287.000,27.000,0.00000,0
289.000,27.000,0.00000,0
291.000,27.000,0.00000,0
293.000,27.000,0.00000,0
295.000,27.000,0.00000,0
297.000,27.000,0.00000,0
299.000,27.000,0.00000,0
301.000,27.000,0.00000,0
303.000,27.000,0.00000,0
305.000,27.000,0.00000,0
307.000,27.000,0.00000,0
309.000,27.000,0.00000,0
311.000,27.000,0.00000,0
313.000,27.000,0.00000,0
315.000,27.000,0.00000,0
317.000,27.000,0.00000,0
319.000,27.000,0.00000,0
321.000,27.000,0.00000,0
323.000,27.000,0.00000,0
325.000,27.000,0.00000,0
327.000,27.000,0.00000,0
329.000,27.000,0.00000,0
331.000,27.000,0.00000,0
333.000,27.000,0.00000,0
335.000,27.000,0.00000,0
337.000,27.000,0.00000,0
339.000,27.000,0.00000,0
341.000,27.000,0.00000,0
343.000,27.000,0.00000,0
345.000,27.000,0.00000,0
347.000,27.000,0.00000,0
349.000,27.000,0.00000,0
351.000,27.000,0.00000,0
353.000,27.000,0.00000,0
355.000,27.000,0.00000,0
357.000,27.000,0.00000,0
359.000,27.000,0.00000,0
361.000,27.000,0.00000,0
363.000,27.000,0.00000,0
365.000,27.000,0.00000,0
367.000,27.000,0.00000,0
369.000,27.000,0.00000,0
371.000,27.000,0.00000,0
373.000,27.000,0.00000,0
375.000,27.000,0.00000,0
377.000,27.000,0.00000,0
379.000,27.000,0.00000,0
381.000,27.000,0.00000,0
383.000,27.000,0.00000,0
385.000,27.000,0.00000,0
387.000,27.000,0.00000,0
389.000,27.000,0.00000,0
391.000,27.000,0.00000,0
393.000,27.000,0.00000,0
395.000,27.000,0.00000,0
397.000,27.000,0.00000,0
399.000,27.000,0.00000,0
401.000,27.000,0.00000,0
403.000,27.000,0.00000,0
405.000,27.000,0.00000,0
407.000,27.000,0.00000,0
409.000,27.000,0.00000,0
411.000,27.000,0.00000,0
413.000,27.000,0.00000,0
415.000,27.000,0.00000,0
417.000,27.000,0.00000,0
419.000,27.000,0.00000,0
421.000,27.000,0.00000,0
423.000,27.000,0.00000,0
425.000,27.000,0.00000,0
427.000,27.000,0.00000,0
429.000,27.000,0.00000,0
431.000,27.000,0.00000,0
433.000,27.000,0.00000,0
435.000,27.000,0.00000,0
437.000,27.000,0.00000,0
439.000,27.000,0.00000,0
441.000,27.000,0.00000,0
443.000,27.000,0.00000,0
445.000,27.000,0.00000,0
447.000,27.000,0.00000,0
449.000,27.000,0.00000,0
451.000,27.000,0.00000,0
453.000,27.000,0.00000,0
