x,y,h,is_building
143.000,3.000,1.26711,0
145.000,3.000,1.23143,0
147.000,3.000,1.19621,0
149.000,3.000,1.15629,0
151.000,3.000,1.11350,0
153.000,3.000,1.06874,0
155.000,3.000,1.02190,0
157.000,3.000,0.97351,0
159.000,3.000,0.92558,0
161.000,3.000,0.87761,0
163.000,3.000,0.83401,0
165.000,3.000,0.79395,0
167.000,3.000,0.75884,0
169.000,3.000,0.72674,0
171.000,3.000,0.69745,0
173.000,3.000,0.67153,0
175.000,3.000,0.64808,0
177.000,3.000,0.62589,0
179.000,3.000,0.60377,0
181.000,3.000,0.58136,0
183.000,3.000,0.55837,0
185.000,3.000,0.53453,0
187.000,3.000,0.50947,0
189.000,3.000,0.48291,0
191.000,3.000,0.45454,0
193.000,3.000,0.42385,0
195.000,3.000,0.38972,0
197.000,3.000,0.34947,0
199.000,3.000,0.29789,0
201.000,3.000,0.21944,0
203.000,3.000,0.09215,0
205.000,3.000,0.01059,0
207.000,3.000,0.00043,0
209.000,3.000,0.00000,0
211.000,3.000,0.00000,0
213.000,3.000,0.00000,0
215.000,3.000,0.00000,0
217.000,3.000,0.00000,0
219.000,3.000,0.00000,0
221.000,3.000,0.00000,0
223.000,3.000,0.00000,0
225.000,3.000,0.00000,0
227.000,3.000,0.00000,0
229.000,3.000,0.00000,0
231.000,3.000,0.00000,0
233.000,3.000,0.00000,0
235.000,3.000,0.00000,0
237.000,3.000,0.00000,0
239.000,3.000,0.00000,0
241.000,3.000,0.00000,0
243.000,3.000,0.00000,0
245.000,3.000,0.00000,0
247.000,3.000,0.00000,0
249.000,3.000,0.00000,0
251.000,3.000,0.00000,0
253.000,3.000,0.00000,0
255.000,3.000,0.00000,0
257.000,3.000,0.00000,0
259.000,3.000,0.00000,0
261.000,3.000,0.00000,0
263.000,3.000,0.00000,0
265.000,3.000,0.00000,0
267.000,3.000,0.00000,0
269.000,3.000,0.00000,0
271.000,3.000,0.00000,0
273.000,3.000,0.00000,0
275.000,3.000,0.00000,0
277.000,3.000,0.00000,0
279.000,3.000,0.00000,0
281.000,3.000,0.00000,0
283.000,3.000,0.00000,0
285.000,3.000,0.00000,0
287.000,3.000,0.00000,0
289.000,3.000,0.00000,0
291.000,3.000,0.00000,0
293.000,3.000,0.00000,0
295.000,3.000,0.00000,0
297.000,3.000,0.00000,0
299.000,3.000,0.00000,0
301.000,3.000,0.00000,0
303.000,3.000,0.00000,0
305.000,3.000,0.00000,0
307.000,3.000,0.00000,0
309.000,3.000,0.00000,0
311.000,3.000,0.00000,0
313.000,3.000,0.00000,0
315.000,3.000,0.00000,0
317.000,3.000,0.00000,0
319.000,3.000,0.00000,0
321.000,3.000,0.00000,0
323.000,3.000,0.00000,0
325.000,3.000,0.00000,0
327.000,3.000,0.00000,0
329.000,3.000,0.00000,0
331.000,3.000,0.00000,0
333.000,3.000,0.00000,0
335.000,3.000,0.00000,0
337.000,3.000,0.00000,0
339.000,3.000,0.00000,0
341.000,3.000,0.00000,0
343.000,3.000,0.00000,0
345.000,3.000,0.00000,0
347.000,3.000,0.00000,0
349.000,3.000,0.00000,0
351.000,3.000,0.00000,0
353.000,3.000,0.00000,0
355.000,3.000,0.00000,0
357.000,3.000,0.00000,0
359.000,3.000,0.00000,0
361.000,3.000,0.00000,0
363.000,3.000,0.00000,0
365.000,3.000,0.00000,0
367.000,3.000,0.00000,0
369.000,3.000,0.00000,0
371.000,3.000,0.00000,0
373.000,3.000,0.00000,0
375.000,3.000,0.00000,0
377.000,3.000,0.00000,0
379.000,3.000,0.00000,0
381.000,3.000,0.00000,0
383.000,3.000,0.00000,0
385.000,3.000,0.00000,0
387.000,3.000,0.00000,0
389.000,3.000,0.00000,0
391.000,3.000,0.00000,0
393.000,3.000,0.00000,0
395.000,3.000,0.00000,0
397.000,3.000,0.00000,0
399.000,3.000,0.00000,0
401.000,3.000,0.00000,0
403.000,3.000,0.00000,0
405.000,3.000,0.00000,0
407.000,3.000,0.00000,0
409.000,3.000,0.00000,0
411.000,3.000,0.00000,0
413.000,3.000,0.00000,0
415.000,3.000,0.00000,0
417.000,3.000,0.00000,0
419.000,3.000,0.00000,0
421.000,3.000,0.00000,0
423.000,3.000,0.00000,0
425.000,3.000,0.00000,0
427.000,3.000,0.00000,0
429.000,3.000,0.00000,0
431.000,3.000,0.00000,0
433.000,3.000,0.00000,0
435.000,3.000,0.00000,0
437.000,3.000,0.00000,0
439.000,3.000,0.00000,0
441.000,3.000,0.00000,0
443.000,3.000,0.00000,0
445.000,3.000,0.00000,0
447.000,3.000,0.00000,0
449.000,3.000,0.00000,0
451.000,3.000,0.00000,0
453.000,3.000,0.00000,0
455.000,3.000,0.00000,0
457.000,3.000,0.00000,0
459.000,3.000,0.00000,0
461.000,3.000,0.00000,0
463.000,3.000,0.00000,0
465.000,3.000,0.00000,0
467.000,3.000,0.00000,0
469.000,3.000,0.00000,0
471.000,3.000,0.00000,0
473.000,3.000,0.00000,0
475.000,3.000,0.00000,0
477.000,3.000,0.00000,0
479.000,3.000,0.00000,0
481.000,3.000,0.00000,0
483.000,3.000,0.00000,0
485.000,3.000,0.00000,0
487.000,3.000,0.00000,0
489.000,3.000,0.00000,0
491.000,3.000,0.00000,0
493.000,3.000,0.00000,0
495.000,3.000,0.00000,0
497.000,3.000,0.00000,0
499.000,3.000,0.00000,0
1.000,5.000,1.39831,0
3.000,5.000,1.39065,0
5.000,5.000,1.39068,0
7.000,5.000,1.39070,0
9.000,5.000,1.39067,0
11.000,5.000,1.39058,0
13.000,5.000,1.39039,0
15.000,5.000,1.39009,0
17.000,5.000,1.38964,0
19.000,5.000,1.38900,0
21.000,5.000,1.38811,0
23.000,5.000,1.38691,0
25.000,5.000,1.38530,0
27.000,5.000,1.38320,0
29.000,5.000,1.38050,0
31.000,5.000,1.37710,0
33.000,5.000,1.37292,0
35.000,5.000,1.36785,0
37.000,5.000,1.36184,0
39.000,5.000,1.35482,0
41.000,5.000,1.34678,0
43.000,5.000,1.33774,0
45.000,5.000,1.32777,0
47.000,5.000,1.31696,0
49.000,5.000,1.30546,0
51.000,5.000,1.29341,0
53.000,5.000,1.28094,0
55.000,5.000,1.26816,0
57.000,5.000,1.25525,0
59.000,5.000,1.24228,0
61.000,5.000,1.22933,0
63.000,5.000,1.21666,0
65.000,5.000,1.20413,0
67.000,5.000,1.19160,0
69.000,5.000,1.17925,0
71.000,5.000,1.16718,0
73.000,5.000,1.15518,0
75.000,5.000,1.14320,0
77.000,5.000,1.13143,0
79.000,5.000,1.11989,0
81.000,5.000,1.10839,0
83.000,5.000,1.09691,0
85.000,5.000,1.08571,0
87.000,5.000,1.07474,0
89.000,5.000,1.06376,0
91.000,5.000,1.05294,0
93.000,5.000,1.04252,0
95.000,5.000,1.03221,0
97.000,5.000,1.02193,0
99.000,5.000,1.01202,0
101.000,5.000,1.00248,0
103.000,5.000,0.99296,0
105.000,5.000,0.98354,0
107.000,5.000,0.97463,0
109.000,5.000,0.96604,0
111.000,5.000,0.95742,0
113.000,5.000,0.94902,0
115.000,5.000,0.94105,0
117.000,5.000,0.93324,0
119.000,5.000,0.92540,0
121.000,5.000,0.91766,0
123.000,5.000,0.90990,0
125.000,5.000,0.90203,0
127.000,5.000,0.89390,0
129.000,5.000,0.89322,0
131.000,5.000,0.93104,0
133.000,5.000,1.05546,0
135.000,5.000,1.15470,0
137.000,5.000,1.22193,0
139.000,5.000,1.26013,0
141.000,5.000,1.27268,0
143.000,5.000,1.26035,0
145.000,5.000,1.23189,0
147.000,5.000,1.19563,0
149.000,5.000,1.15279,0
151.000,5.000,1.10765,0
153.000,5.000,1.06045,0
155.000,5.000,1.01092,0
157.000,5.000,0.96057,0
159.000,5.000,0.91100,0
161.000,5.000,0.86497,0
163.000,5.000,0.82366,0
165.000,5.000,0.78640,0
167.000,5.000,0.75305,0
169.000,5.000,0.72277,0
171.000,5.000,0.69553,0
173.000,5.000,0.67139,0
175.000,5.000,0.64859,0
177.000,5.000,0.62627,0
179.000,5.000,0.60362,0
181.000,5.000,0.58038,0
183.000,5.000,0.55650,0
185.000,5.000,0.53189,0
187.000,5.000,0.50634,0
189.000,5.000,0.47947,0
191.000,5.000,0.45086,0
193.000,5.000,0.41987,0
195.000,5.000,0.38515,0
197.000,5.000,0.34373,0
199.000,5.000,0.28947,0
201.000,5.000,0.20451,0
203.000,5.000,0.07396,0
205.000,5.000,0.00667,0
207.000,5.000,0.00027,0
209.000,5.000,0.00000,0
211.000,5.000,0.00000,0
213.000,5.000,0.00000,0
215.000,5.000,0.00000,0
217.000,5.000,0.00000,0
219.000,5.000,0.00000,0
221.000,5.000,0.00000,0
223.000,5.000,0.00000,0
225.000,5.000,0.00000,0
227.000,5.000,0.00000,0
229.000,5.000,0.00000,0
231.000,5.000,0.00000,0
233.000,5.000,0.00000,0
235.000,5.000,0.00000,0
237.000,5.000,0.00000,0
239.000,5.000,0.00000,0
241.000,5.000,0.00000,0
243.000,5.000,0.00000,0
245.000,5.000,0.00000,0
247.000,5.000,0.00000,0
249.000,5.000,0.00000,0
251.000,5.000,0.00000,0
253.000,5.000,0.00000,0
255.000,5.000,0.00000,0
257.000,5.000,0.00000,0
259.000,5.000,0.00000,0
261.000,5.000,0.00000,0
263.000,5.000,0.00000,0
265.000,5.000,0.00000,0
267.000,5.000,0.00000,0
269.000,5.000,0.00000,0
271.000,5.000,0.00000,0
273.000,5.000,0.00000,0
275.000,5.000,0.00000,0
277.000,5.000,0.00000,0
279.000,5.000,0.00000,0
281.000,5.000,0.00000,0
283.000,5.000,0.00000,0
285.000,5.000,0.00000,0
287.000,5.000,0.00000,0
289.000,5.000,0.00000,0
291.000,5.000,0.00000,0
293.000,5.000,0.00000,0
295.000,5.000,0.00000,0
297.000,5.000,0.00000,0
299.000,5.000,0.00000,0
301.000,5.000,0.00000,0
303.000,5.000,0.00000,0
305.000,5.000,0.00000,0
307.000,5.000,0.00000,0
309.000,5.000,0.00000,0
311.000,5.000,0.00000,0
313.000,5.000,0.00000,0
315.000,5.000,0.00000,0
317.000,5.000,0.00000,0
319.000,5.000,0.00000,0
321.000,5.000,0.00000,0
323.000,5.000,0.00000,0
325.000,5.000,0.00000,0
327.000,5.000,0.00000,0
329.000,5.000,0.00000,0
331.000,5.000,0.00000,0
333.000,5.000,0.00000,0
335.000,5.000,0.00000,0
337.000,5.000,0.00000,0
339.000,5.000,0.00000,0
341.000,5.000,0.00000,0
343.000,5.000,0.00000,0
345.000,5.000,0.00000,0
347.000,5.000,0.00000,0
349.000,5.000,0.00000,0
351.000,5.000,0.00000,0
353.000,5.000,0.00000,0
355.000,5.000,0.00000,0
357.000,5.000,0.00000,0
359.000,5.000,0.00000,0
361.000,5.000,0.00000,0
363.000,5.000,0.00000,0
365.000,5.000,0.00000,0
367.000,5.000,0.00000,0
369.000,5.000,0.00000,0
371.000,5.000,0.00000,0
373.000,5.000,0.00000,0
375.000,5.000,0.00000,0
377.000,5.000,0.00000,0
379.000,5.000,0.00000,0
381.000,5.000,0.00000,0
383.000,5.000,0.00000,0
385.000,5.000,0.00000,0
387.000,5.000,0.00000,0
389.000,5.000,0.00000,0
391.000,5.000,0.00000,0
393.000,5.000,0.00000,0
395.000,5.000,0.00000,0
397.000,5.000,0.00000,0
399.000,5.000,0.00000,0
401.000,5.000,0.00000,0
403.000,5.000,0.00000,0
405.000,5.000,0.00000,0
407.000,5.000,0.00000,0
409.000,5.000,0.00000,0
411.000,5.000,0.00000,0
413.000,5.000,0.00000,0
415.000,5.000,0.00000,0
417.000,5.000,0.00000,0
419.000,5.000,0.00000,0
421.000,5.000,0.00000,0
423.000,5.000,0.00000,0
425.000,5.000,0.00000,0
427.000,5.000,0.00000,0
429.000,5.000,0.00000,0
431.000,5.000,0.00000,0
433.000,5.000,0.00000,0
435.000,5.000,0.00000,0
437.000,5.000,0.00000,0
439.000,5.000,0.00000,0
441.000,5.000,0.00000,0
443.000,5.000,0.00000,0
445.000,5.000,0.00000,0
447.000,5.000,0.00000,0
449.000,5.000,0.00000,0
451.000,5.000,0.00000,0
453.000,5.000,0.00000,0
455.000,5.000,0.00000,0
457.000,5.000,0.00000,0
459.000,5.000,0.00000,0
461.000,5.000,0.00000,0
463.000,5.000,0.00000,0
465.000,5.000,0.00000,0
467.000,5.000,0.00000,0
469.000,5.000,0.00000,0
471.000,5.000,0.00000,0
473.000,5.000,0.00000,0
475.000,5.000,0.00000,0
477.000,5.000,0.00000,0
479.000,5.000,0.00000,0
481.000,5.000,0.00000,0
483.000,5.000,0.00000,0
485.000,5.000,0.00000,0
487.000,5.000,0.00000,0
489.000,5.000,0.00000,0
491.000,5.000,0.00000,0
493.000,5.000,0.00000,0
495.000,5.000,0.00000,0
497.000,5.000,0.00000,0
499.000,5.000,0.00000,0
1.000,7.000,1.39831,0
3.000,7.000,1.39065,0
5.000,7.000,1.39068,0
7.000,7.000,1.39070,0
9.000,7.000,1.39067,0
11.000,7.000,1.39058,0
13.000,7.000,1.39039,0
15.000,7.000,1.39009,0
17.000,7.000,1.38964,0
19.000,7.000,1.38900,0
21.000,7.000,1.38811,0
23.000,7.000,1.38691,0
25.000,7.000,1.38530,0
27.000,7.000,1.38320,0
29.000,7.000,1.38050,0
31.000,7.000,1.37710,0
33.000,7.000,1.37292,0
35.000,7.000,1.36785,0
37.000,7.000,1.36184,0
39.000,7.000,1.35482,0
41.000,7.000,1.34678,0
43.000,7.000,1.33774,0
45.000,7.000,1.32777,0
47.000,7.000,1.31696,0
49.000,7.000,1.30546,0
51.000,7.000,1.29341,0
53.000,7.000,1.28094,0
55.000,7.000,1.26816,0
57.000,7.000,1.25525,0
59.000,7.000,1.24228,0
61.000,7.000,1.22933,0
63.000,7.000,1.21666,0
65.000,7.000,1.20413,0
67.000,7.000,1.19160,0
69.000,7.000,1.17925,0
71.000,7.000,1.16718,0
73.000,7.000,1.15518,0
75.000,7.000,1.14320,0
77.000,7.000,1.13143,0
79.000,7.000,1.11989,0
81.000,7.000,1.10839,0
83.000,7.000,1.09691,0
85.000,7.000,1.08571,0
87.000,7.000,1.07474,0
89.000,7.000,1.06376,0
91.000,7.000,1.05294,0
93.000,7.000,1.04252,0
95.000,7.000,1.03221,0
97.000,7.000,1.02193,0
99.000,7.000,1.01202,0
101.000,7.000,1.00248,0
103.000,7.000,0.99296,0
105.000,7.000,0.98354,0
107.000,7.000,0.97463,0
109.000,7.000,0.96604,0
111.000,7.000,0.95742,0
113.000,7.000,0.94901,0
115.000,7.000,0.94105,0
117.000,7.000,0.93324,0
119.000,7.000,0.92541,0
121.000,7.000,0.91763,0
123.000,7.000,0.90975,0
125.000,7.000,0.90187,0
127.000,7.000,0.89554,0
129.000,7.000,0.90737,0
131.000,7.000,1.00095,0
133.000,7.000,1.10643,0
135.000,7.000,1.14872,0
137.000,7.000,1.17762,0
139.000,7.000,1.20867,0
141.000,7.000,1.24119,0
143.000,7.000,1.24799,0
145.000,7.000,1.23201,0
147.000,7.000,1.19456,0
149.000,7.000,1.14686,0
151.000,7.000,1.09543,0
153.000,7.000,1.04283,0
155.000,7.000,0.98921,0
157.000,7.000,0.93614,0
159.000,7.000,0.88672,0
161.000,7.000,0.84362,0
163.000,7.000,0.80625,0
165.000,7.000,0.77334,0
167.000,7.000,0.74387,0
169.000,7.000,0.71705,0
171.000,7.000,0.69347,0
173.000,7.000,0.67103,0
175.000,7.000,0.64837,0
177.000,7.000,0.62522,0
179.000,7.000,0.60096,0
181.000,7.000,0.57586,0
183.000,7.000,0.55038,0
185.000,7.000,0.52464,0
187.000,7.000,0.49844,0
189.000,7.000,0.47130,0
191.000,7.000,0.44253,0
193.000,7.000,0.41126,0
195.000,7.000,0.37576,0
197.000,7.000,0.33296,0
199.000,7.000,0.27522,0
201.000,7.000,0.18147,0
203.000,7.000,0.05214,0
205.000,7.000,0.00335,0
207.000,7.000,0.00008,0
209.000,7.000,0.00000,0
211.000,7.000,0.00000,0
213.000,7.000,0.00000,0
215.000,7.000,0.00000,0
217.000,7.000,0.00000,0
219.000,7.000,0.00000,0
221.000,7.000,0.00000,0
223.000,7.000,0.00000,0
225.000,7.000,0.00000,0
227.000,7.000,0.00000,0
229.000,7.000,0.00000,0
231.000,7.000,0.00000,0
233.000,7.000,0.00000,0
235.000,7.000,0.00000,0
237.000,7.000,0.00000,0
239.000,7.000,0.00000,0
241.000,7.000,0.00000,0
243.000,7.000,0.00000,0
245.000,7.000,0.00000,0
247.000,7.000,0.00000,0
249.000,7.000,0.00000,0
251.000,7.000,0.00000,0
253.000,7.000,0.00000,0
255.000,7.000,0.00000,0
257.000,7.000,0.00000,0
259.000,7.000,0.00000,0
261.000,7.000,0.00000,0
263.000,7.000,0.00000,0
265.000,7.000,0.00000,0
267.000,7.000,0.00000,0
269.000,7.000,0.00000,0
271.000,7.000,0.00000,0
273.000,7.000,0.00000,0
275.000,7.000,0.00000,0
277.000,7.000,0.00000,0
279.000,7.000,0.00000,0
281.000,7.000,0.00000,0
283.000,7.000,0.00000,0
285.000,7.000,0.00000,0
287.000,7.000,0.00000,0
289.000,7.000,0.00000,0
291.000,7.000,0.00000,0
293.000,7.000,0.00000,0
295.000,7.000,0.00000,0
297.000,7.000,0.00000,0
299.000,7.000,0.00000,0
301.000,7.000,0.00000,0
303.000,7.000,0.00000,0
305.000,7.000,0.00000,0
307.000,7.000,0.00000,0
309.000,7.000,0.00000,0
311.000,7.000,0.00000,0
313.000,7.000,0.00000,0
315.000,7.000,0.00000,0
317.000,7.000,0.00000,0
319.000,7.000,0.00000,0
321.000,7.000,0.00000,0
323.000,7.000,0.00000,0
325.000,7.000,0.00000,0
327.000,7.000,0.00000,0
329.000,7.000,0.00000,0
331.000,7.000,0.00000,0
333.000,7.000,0.00000,0
335.000,7.000,0.00000,0
337.000,7.000,0.00000,0
339.000,7.000,0.00000,0
341.000,7.000,0.00000,0
343.000,7.000,0.00000,0
345.000,7.000,0.00000,0
347.000,7.000,0.00000,0
349.000,7.000,0.00000,0
351.000,7.000,0.00000,0
353.000,7.000,0.00000,0
355.000,7.000,0.00000,0
357.000,7.000,0.00000,0
359.000,7.000,0.00000,0
361.000,7.000,0.00000,0
